Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,zip
11/22/2013,66,57,48,41,28,16,62,37,19,30.05,29.99,29.92,10,10,10,17,5,22.0,0,1,,15,94063
11/23/2013,64,54,44,46,37,32,87,62,34,30.12,30.04,29.98,10,10,10,8,2,,0,0,,224,94063
11/24/2013,62,53,44,45,41,39,93,76,45,30.26,30.18,30.12,10,10,10,7,1,,0,0,,10,94063
11/25/2013,60,50,41,48,41,39,93,77,48,30.34,30.28,30.26,10,10,10,5,0,,0,0,,160,94063
11/26/2013,60,53,46,46,43,41,93,77,51,30.27,30.18,30.04,10,9,5,6,1,,0,2,,113,94063
11/27/2013,62,54,46,46,44,41,87,76,52,30.04,29.94,29.86,10,8,5,6,1,,0,2,,268,94063
11/28/2013,66,57,48,48,44,41,93,75,40,30.09,29.96,29.88,10,8,5,7,1,,0,1,,325,94063
11/29/2013,64,54,44,48,42,39,87,74,48,30.23,30.15,30.09,10,10,10,9,1,,0,0,,326,94063
11/30/2013,60,52,44,54,44,41,88,80,63,30.28,30.25,30.2,10,9,6,7,1,,0,1,,12,94063
12/1/2013,68,56,44,50,44,41,87,78,37,30.36,30.28,30.23,10,10,8,6,1,,0,0,,5,94063
12/2/2013,64,54,44,54,46,41,94,82,56,30.25,30.13,30.0,10,10,7,17,3,23.0,0,2,Fog,289,94063
12/3/2013,57,50,44,54,40,28,94,66,44,29.99,29.94,29.87,10,10,10,21,8,30.0,0,5,,286,94063
12/4/2013,48,42,37,30,26,23,65,52,37,30.1,30.03,29.96,10,10,10,7,3,,0,0,,322,94063
12/5/2013,50,41,32,45,24,14,93,58,24,30.19,30.14,30.1,10,10,10,6,1,,0,0,,178,94063
12/6/2013,51,42,33,48,36,28,94,80,54,30.21,30.11,29.93,10,9,2,25,4,33.0,0.12,5,Rain,170,94063
12/7/2013,50,44,37,46,32,23,87,65,37,30.65,30.11,29.94,10,10,7,20,8,24.0,0.01,3,Rain,288,94063
12/8/2013,44,38,32,32,27,21,93,72,43,30.34,30.29,30.25,10,10,10,8,1,,0,0,,196,94063
12/9/2013,50,41,32,27,20,14,70,52,25,30.43,30.38,30.34,10,10,10,9,5,,0,0,,179,94063
12/10/2013,51,42,32,37,28,25,87,71,35,30.42,30.32,30.22,10,10,10,7,0,,0,0,,286,94063
12/11/2013,55,44,33,36,31,25,87,67,33,30.26,30.22,30.19,10,10,8,6,1,,0,0,,156,94063
12/12/2013,55,44,33,41,33,28,87,73,47,30.28,30.23,30.18,10,9,7,6,0,,0,0,,55,94063
12/13/2013,55,45,35,45,36,32,87,81,62,30.35,30.29,30.25,10,10,5,7,2,,0,1,,131,94063
12/14/2013,59,48,37,43,35,32,87,74,36,30.41,30.35,30.32,10,10,10,5,0,,0,1,Fog,189,94063
12/15/2013,59,47,35,43,36,32,87,75,42,30.38,30.32,30.25,10,7,5,6,0,,0,1,,37,94063
12/16/2013,62,50,39,45,37,32,81,69,42,30.25,30.19,30.13,10,9,6,6,0,,0,2,,121,94063
12/17/2013,57,50,44,48,39,37,82,73,51,30.19,30.12,30.04,10,6,4,6,0,,0,3,,31,94063
12/18/2013,55,48,42,48,42,37,88,80,67,30.04,29.94,29.81,10,8,5,15,3,21.0,0,3,,256,94063
12/19/2013,57,50,44,45,36,19,82,61,28,29.96,29.82,29.75,10,10,10,25,10,31.0,0,2,,293,94063
12/20/2013,55,46,37,39,27,18,71,52,23,30.03,29.98,29.94,10,10,10,7,2,,0,0,,127,94063
12/21/2013,62,50,39,48,39,32,87,75,55,30.1,30.03,29.99,10,10,10,9,1,,0,0,,325,94063
12/22/2013,64,52,39,48,40,36,100,76,34,30.3,30.2,30.1,10,10,10,6,0,,0,2,,6,94063
