Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,zip
12/24/2013,59,52,45,47,41,38,76,64,51,30.34,30.27,30.21,10,9,7,8,2,24.0,0,2,,308,94107
12/25/2013,63,53,42,44,40,36,76,60,43,30.29,30.25,30.2,10,10,9,6,1,8.0,0,0,,218,94107
12/26/2013,62,53,43,46,41,38,83,63,43,30.26,30.22,30.17,10,9,7,7,1,8.0,0,0,,24,94107
12/27/2013,57,50,43,45,41,37,76,64,51,30.24,30.19,30.13,10,10,8,8,2,9.0,0,4,,60,94107
12/28/2013,63,52,40,45,38,29,85,59,32,30.16,30.1,30.04,10,10,9,10,2,13.0,0,0,,262,94107
12/29/2013,68,55,42,37,29,16,71,43,14,30.18,30.13,30.1,10,10,10,13,3,26.0,0,0,,129,94107
12/30/2013,59,51,42,46,40,33,86,65,43,30.26,30.22,30.18,10,10,9,13,3,15.0,0,3,,312,94107
12/31/2013,59,50,41,45,40,35,93,73,53,30.28,30.22,30.17,10,7,0,13,3,15.0,0,3,Fog,278,94107
1/1/2014,56,49,41,45,40,36,83,69,55,30.22,30.17,30.13,10,9,7,9,1,10.0,0,3,,290,94107
1/2/2014,62,53,43,45,39,34,80,58,36,30.18,30.11,30.06,10,10,10,6,1,6.0,0,3,,146,94107
1/3/2014,64,54,44,46,41,34,80,59,37,30.08,30.02,29.96,10,10,9,14,4,16.0,0,3,,297,94107
1/4/2014,66,55,43,46,42,33,93,65,36,30.09,30.02,29.99,10,6,0,15,2,18.0,0,2,Fog,266,94107
1/5/2014,66,55,44,38,32,27,65,45,24,30.21,30.16,30.09,10,10,10,14,5,15.0,0,0,,125,94107
1/6/2014,60,52,44,45,40,32,71,61,51,30.28,30.21,30.17,10,10,7,9,2,10.0,0,5,,75,94107
1/7/2014,61,54,46,52,45,39,86,70,53,30.22,30.18,30.14,10,9,7,15,4,17.0,T,5,Rain,304,94107
1/8/2014,59,56,52,51,48,46,86,79,72,30.24,30.2,30.16,10,9,3,20,9,24.0,0.01,7,,281,94107
1/9/2014,60,56,52,50,47,43,89,73,57,30.27,30.23,30.2,10,10,5,25,12,31.0,T,5,,287,94107
1/10/2014,60,54,48,48,46,43,89,75,60,30.31,30.25,30.19,10,9,6,15,6,17.0,0,4,,310,94107
1/11/2014,58,52,46,51,46,42,93,83,72,30.3,30.23,30.16,10,10,6,18,6,22.0,T,4,,281,94107
1/12/2014,60,53,46,47,42,36,93,70,47,30.4,30.33,30.27,10,10,7,17,7,20.0,0,2,,313,94107
1/13/2014,67,55,42,44,37,32,71,50,28,30.47,30.4,30.35,10,10,10,18,3,22.0,0,1,,88,94107
1/14/2014,72,58,44,42,37,26,71,45,19,30.45,30.38,30.32,10,10,10,12,2,15.0,0,0,,134,94107
1/15/2014,73,61,48,40,34,25,71,44,17,30.35,30.27,30.2,10,10,10,10,3,13.0,0,0,,131,94107
1/16/2014,73,60,46,44,35,27,71,45,19,30.24,30.18,30.13,10,10,10,8,2,10.0,0,0,,125,94107
1/17/2014,67,56,45,45,39,35,71,53,34,30.2,30.15,30.11,10,9,5,5,1,7.0,0,0,,128,94107
1/18/2014,67,55,43,47,39,32,77,57,36,30.18,30.11,30.06,10,9,7,7,1,12.0,0,0,,128,94107
1/19/2014,67,55,43,44,38,34,76,54,32,30.14,30.1,30.06,10,10,8,7,2,7.0,0,1,,110,94107
1/20/2014,66,55,43,48,41,34,76,60,43,30.23,30.17,30.12,10,9,7,9,2,9.0,0,1,,354,94107
1/21/2014,68,56,43,44,37,25,76,48,20,30.27,30.21,30.16,10,10,10,12,2,13.0,0,3,,258,94107
1/22/2014,65,55,44,47,41,31,77,64,51,30.17,30.05,29.93,10,10,10,18,5,22.0,0,1,,304,94107
1/23/2014,69,57,44,47,38,27,80,51,21,30.02,29.93,29.88,10,9,7,17,5,21.0,0,0,,61,94107
1/24/2014,64,55,46,47,41,32,80,56,32,30.28,30.16,30.03,10,8,4,9,3,9.0,0,3,,5,94107
1/25/2014,65,57,48,48,43,34,83,60,37,30.27,30.19,30.13,10,9,7,12,2,13.0,0,2,,281,94107
